Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 129.0.0.0,,,04-10-2024 11:15:05,04-10-2024 11:15:05,0.116s,PASSED
,,,,,,,
Test Cases/TutorialPoint,Chrome 129.0.0.0,,,04-10-2024 11:15:05,04-10-2024 11:15:12,6.980s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,04-10-2024 11:15:05,04-10-2024 11:15:06,0.631s,PASSED
"navigateToUrl(""https://www.tutorialspoint.com/selenium/practice/register.php"")",Chrome 129.0.0.0,,,04-10-2024 11:15:06,04-10-2024 11:15:07,0.729s,PASSED
"click(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_First Name_firstname""))",Chrome 129.0.0.0,,,04-10-2024 11:15:07,04-10-2024 11:15:08,0.890s,PASSED
"setText(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_First Name_firstname""), firstname)",Chrome 129.0.0.0,,,04-10-2024 11:15:08,04-10-2024 11:15:08,0.720s,PASSED
"click(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_Last Name_lastname""))",Chrome 129.0.0.0,,,04-10-2024 11:15:08,04-10-2024 11:15:09,0.413s,PASSED
"setText(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_Last Name_lastname""), lastname)",Chrome 129.0.0.0,,,04-10-2024 11:15:09,04-10-2024 11:15:10,0.771s,PASSED
"click(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_UserName_username""))",Chrome 129.0.0.0,,,04-10-2024 11:15:10,04-10-2024 11:15:10,0.441s,PASSED
"setText(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_UserName_username""), username)",Chrome 129.0.0.0,,,04-10-2024 11:15:10,04-10-2024 11:15:11,0.788s,PASSED
"setText(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_Password_password""), pass)",Chrome 129.0.0.0,,,04-10-2024 11:15:11,04-10-2024 11:15:12,0.819s,PASSED
"click(findTestObject(""Object Repository/Page_Selenium Practice - Register/input_Password_btn btn-primary""))",Chrome 129.0.0.0,,,04-10-2024 11:15:12,04-10-2024 11:15:12,0.456s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,04-10-2024 11:15:12,04-10-2024 11:15:12,0.277s,PASSED
