Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/swiggy,Chrome 130.0.0.0,,,13-10-2024 13:37:32,13-10-2024 13:37:34,2.284s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:37:32,13-10-2024 13:37:33,0.780s,PASSED
"navigateToUrl(""https://www.swiggy.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:37:33,13-10-2024 13:37:34,1.333s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:37:34,13-10-2024 13:37:34,0.113s,PASSED
,,,,,,,
Test Cases/zomato,Chrome 130.0.0.0,,,13-10-2024 13:37:34,13-10-2024 13:37:38,3.607s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:37:34,13-10-2024 13:37:35,0.773s,PASSED
"navigateToUrl(""https://www.zomato.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:37:35,13-10-2024 13:37:38,2.605s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:37:38,13-10-2024 13:37:38,0.190s,PASSED
,,,,,,,
Test Cases/bigbasket,Chrome 130.0.0.0,,,13-10-2024 13:37:38,13-10-2024 13:37:42,4.180s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:37:38,13-10-2024 13:37:38,0.583s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:37:38,13-10-2024 13:37:42,3.425s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:37:42,13-10-2024 13:37:42,0.143s,PASSED
,,,,,,,
Test Cases/meesho,Chrome 130.0.0.0,,,13-10-2024 13:37:42,13-10-2024 13:37:44,1.767s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:37:42,13-10-2024 13:37:43,0.681s,PASSED
"navigateToUrl(""https://www.meesho.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:37:43,13-10-2024 13:37:44,0.883s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:37:44,13-10-2024 13:37:44,0.152s,PASSED
,,,,,,,
Test Cases/domizon,Chrome 130.0.0.0,,,13-10-2024 13:37:44,13-10-2024 13:38:07,23.428s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:37:44,13-10-2024 13:37:44,0.637s,PASSED
"navigateToUrl(""https://pizzaonline.dominos.co.in/"")",Chrome 130.0.0.0,,,13-10-2024 13:37:44,13-10-2024 13:38:07,22.610s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:07,13-10-2024 13:38:07,0.154s,PASSED
,,,,,,,
Test Cases/pizzahut,Chrome 130.0.0.0,,,13-10-2024 13:38:07,13-10-2024 13:38:12,4.654s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:07,13-10-2024 13:38:08,0.803s,PASSED
"navigateToUrl(""https://www.pizzahut.co.in/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:08,13-10-2024 13:38:12,3.665s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:12,13-10-2024 13:38:12,0.114s,PASSED
,,,,,,,
Test Cases/burger,Chrome 130.0.0.0,,,13-10-2024 13:38:12,13-10-2024 13:38:13,1.319s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:12,13-10-2024 13:38:12,0.545s,PASSED
"navigateToUrl(""https://www.bk.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:12,13-10-2024 13:38:13,0.668s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:13,13-10-2024 13:38:13,0.091s,PASSED
,,,,,,,
Test Cases/mcdoland,Chrome 130.0.0.0,,,13-10-2024 13:38:13,13-10-2024 13:38:16,2.759s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:13,13-10-2024 13:38:14,0.619s,PASSED
"navigateToUrl(""https://www.mcdonalds.com/us/en-us.html"")",Chrome 130.0.0.0,,,13-10-2024 13:38:14,13-10-2024 13:38:16,1.950s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:16,13-10-2024 13:38:16,0.129s,PASSED
,,,,,,,
Test Cases/wow momo,Chrome 130.0.0.0,,,13-10-2024 13:38:16,13-10-2024 13:38:20,4.288s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:16,13-10-2024 13:38:17,0.802s,PASSED
"navigateToUrl(""https://www.wowmomo.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:17,13-10-2024 13:38:20,3.292s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:20,13-10-2024 13:38:20,0.146s,PASSED
,,,,,,,
Test Cases/pharmeasy,Chrome 130.0.0.0,,,13-10-2024 13:38:20,13-10-2024 13:38:22,1.713s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:20,13-10-2024 13:38:21,0.844s,PASSED
"navigateToUrl(""https://pharmeasy.in/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:21,13-10-2024 13:38:22,0.711s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:22,13-10-2024 13:38:22,0.105s,PASSED
,,,,,,,
Test Cases/Applo,Chrome 130.0.0.0,,,13-10-2024 13:38:22,13-10-2024 13:38:26,3.761s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:22,13-10-2024 13:38:23,0.811s,PASSED
"navigateToUrl(""https://www.apollopharmacy.in/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:23,13-10-2024 13:38:25,2.705s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:25,13-10-2024 13:38:26,0.206s,PASSED
,,,,,,,
Test Cases/nedmeds,Chrome 130.0.0.0,,,13-10-2024 13:38:26,13-10-2024 13:38:32,5.941s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:26,13-10-2024 13:38:26,0.671s,PASSED
"navigateToUrl(""https://www.netmeds.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:26,13-10-2024 13:38:32,5.098s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:32,13-10-2024 13:38:32,0.122s,PASSED
,,,,,,,
Test Cases/1mg,Chrome 130.0.0.0,,,13-10-2024 13:38:32,13-10-2024 13:38:36,4.479s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:32,13-10-2024 13:38:32,0.771s,PASSED
"navigateToUrl(""https://www.1mg.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:32,13-10-2024 13:38:36,3.497s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:36,13-10-2024 13:38:36,0.181s,PASSED
,,,,,,,
Test Cases/pcinicin,Chrome 130.0.0.0,,,13-10-2024 13:38:36,13-10-2024 13:38:39,2.753s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:36,13-10-2024 13:38:37,0.733s,PASSED
"navigateToUrl(""https://www.pci.nic.in/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:37,13-10-2024 13:38:39,1.822s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:39,13-10-2024 13:38:39,0.138s,PASSED
,,,,,,,
Test Cases/mdpicom,Chrome 130.0.0.0,,,13-10-2024 13:38:39,13-10-2024 13:38:46,6.808s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:39,13-10-2024 13:38:40,0.688s,PASSED
"navigateToUrl(""https://www.mdpi.com/journal/pharmacy"")",Chrome 130.0.0.0,,,13-10-2024 13:38:40,13-10-2024 13:38:46,5.963s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:46,13-10-2024 13:38:46,0.121s,PASSED
,,,,,,,
Test Cases/medplusmartcom,Chrome 130.0.0.0,,,13-10-2024 13:38:46,13-10-2024 13:38:47,1.567s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,13-10-2024 13:38:46,13-10-2024 13:38:46,0.749s,PASSED
"navigateToUrl(""https://www.medplusmart.com/"")",Chrome 130.0.0.0,,,13-10-2024 13:38:46,13-10-2024 13:38:47,0.727s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,13-10-2024 13:38:47,13-10-2024 13:38:47,0.065s,PASSED
