Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Table,Chrome 129.0.0.0,,,09-10-2024 09:21:30,09-10-2024 09:21:38,7.622s,PASSED
,,,,,,,
Test Cases/Webtable,Chrome 129.0.0.0,,,09-10-2024 09:21:31,09-10-2024 09:21:38,7.545s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,09-10-2024 09:21:31,09-10-2024 09:21:32,1.105s,PASSED
"navigateToUrl(""https://rahulshettyacademy.com/AutomationPractice/"")",Chrome 129.0.0.0,,,09-10-2024 09:21:32,09-10-2024 09:21:34,2.491s,PASSED
maximizeWindow(),Chrome 129.0.0.0,,,09-10-2024 09:21:34,09-10-2024 09:21:34,0.201s,PASSED
"getText(findTestObject(""Page_Practice Page/Course""))",Chrome 129.0.0.0,,,09-10-2024 09:21:34,09-10-2024 09:21:35,0.387s,PASSED
delay(3),Chrome 129.0.0.0,,,09-10-2024 09:21:35,09-10-2024 09:21:38,3.024s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,09-10-2024 09:21:38,09-10-2024 09:21:38,0.218s,PASSED
